ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,AREA_SQKM,NUM_HOUSEHOLDS,POPULATION,POPULATION_DENSITY,Average_Household_Size
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120722,22,2.242147858,1907,7313,3261.604704,3.834819088
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120723,23,10.35300498,1227,5159,498.3094288,4.204563977
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120724,24,10.51049567,1909,7584,721.5644473,3.972760608
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120725,25,35.36876172,765,3286,92.90684321,4.295424837
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120726,26,16.33324575,871,3766,230.572665,4.323765786
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120727,27,114.3388783,1058,5294,46.30096148,5.003780718
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120728,28,35.10672583,1223,4473,127.411483,3.657399836
ZW12,Mashonaland Central,ZW1207,Shamva,ZW120729,29,53.48083622,1830,7447,139.2461399,4.069398907
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120801,1,833.2824119,952,3773,4.527876679,3.963235294
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120802,2,799.8151703,1299,5631,7.040376589,4.334872979
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120803,3,200.0940463,1502,6464,32.30480926,4.303595206
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120804,4,789.6878177,1943,8049,10.19263539,4.142563047
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120805,5,112.8547242,1344,5587,49.50612424,4.156994048
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120806,6,110.5537295,1025,4486,40.57755465,4.376585366
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120807,7,102.2708848,529,2238,21.88306089,4.230623819
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120808,8,217.4497255,1639,7251,33.34563878,4.424039048
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120809,9,109.5049641,1280,5167,47.1850755,4.03671875
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120810,10,129.7244089,1432,6119,47.16922631,4.273044693
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120811,11,449.9462964,378,1644,3.653769379,4.349206349
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120812,12,198.4416146,1661,6731,33.91929669,4.052378085
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120813,13,258.3549751,1529,6678,25.84815716,4.367560497
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120814,14,51.9399065,602,2405,46.30351038,3.995016611
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120815,15,103.4100868,1303,5000,48.35118271,3.837298542
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120816,16,147.164947,604,2786,18.93113854,4.612582781
ZW12,Mashonaland Central,ZW1208,Mbire,ZW120817,17,81.42903771,893,3711,45.57342325,4.155655095
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120901,1,4.069811267,1170,4478,1100.296723,3.827350427
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120902,2,3.990555099,688,2766,693.1366518,4.020348837
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120903,3,5.612291045,305,1045,186.198469,3.426229508
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120904,4,0.68534114,759,2730,3983.417658,3.596837945
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120905,5,0.569296152,912,3119,5478.695035,3.41995614
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120906,6,0.333223162,764,2870,8612.84667,3.756544503
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120907,7,0.427981503,508,1856,4336.636017,3.653543307
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120908,8,0.73002239,1562,5424,7429.909099,3.472471191
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120909,9,1.193330054,1755,6680,5597.780745,3.806267806
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120910,10,0.53548907,930,3422,6390.419883,3.679569892
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120911,11,0.19767617,983,3509,17751.25448,3.569684639
ZW12,Mashonaland Central,ZW1209,Bindura Urban,ZW120912,12,1.623592843,3708,13495,8311.81294,3.639428263
ZW12,Mashonaland Central,ZW1210,Mvurwi,ZW121001,28,2.767694846,4417,15646,33527.14286,21.18870237
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130101,1,642.5121166,1209,4148,6.45590938,3.430934657
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130102,2,431.4432682,499,1909,4.424683708,3.825651303
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130103,3,319.5439118,418,1644,5.144832805,3.933014354
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130104,4,373.7014449,486,2013,5.386652975,4.141975309
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130105,5,87.47250222,880,3059,34.97099,3.476136364
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130106,6,54.5408897,754,2678,49.10077585,3.551724138
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130107,7,858.8181771,2044,8240,9.594580343,4.031311155
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130108,8,1055.325162,2715,10955,10.38068682,4.034990792
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130109,9,15.31589716,1705,5844,381.5643275,3.427565982
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130110,10,16.78131412,2390,8274,493.0483955,3.461924686
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130111,11,0.866055285,682,2253,2601.450551,3.303519062
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130112,12,1.81335037,681,2303,1270.024833,3.381791483
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130113,13,270.5734016,116,403,1.489429477,3.474137931
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130114,14,354.9101425,422,1778,5.009718763,4.213270142
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130115,15,211.8195194,1509,5770,27.24017133,3.823724321
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130116,16,139.2303014,1688,6030,43.3095378,3.572274882
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130117,17,138.1029467,1800,6505,47.10254309,3.613888889
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130118,18,87.85661042,763,2771,31.54002854,3.631716907
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130119,19,72.44157575,845,3280,45.27786656,3.881656805
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130120,20,130.1265877,1264,4302,33.06011534,3.403481013
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130121,21,102.4456627,704,2435,23.76869783,3.458806818
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130122,22,103.3084473,820,2954,28.59398313,3.602439024
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130123,23,112.9981135,1128,3850,34.07136526,3.413120567
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130124,24,78.86665297,845,2958,37.50634633,3.500591716
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130125,25,182.6305541,2047,7258,39.74143338,3.5456766
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130126,26,120.4433941,1146,4191,34.7964289,3.657068063
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130127,27,163.3332317,1420,5158,31.57961149,3.632394366
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130128,28,83.20855888,852,3057,36.73900908,3.588028169
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130129,29,171.1293832,1315,4668,27.27760664,3.549809886
ZW13,Mashonaland East,ZW1301,Chikomba,ZW130130,30,121.6846778,863,3244,26.65906717,3.758980301
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130201,1,77.68466402,2215,8932,114.9776486,4.032505643
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130202,2,111.5415991,5341,21326,191.1932424,3.992885227
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130203,3,56.36264628,1528,5891,104.5195779,3.855366492
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130204,4,84.01119965,17423,67097,798.6673239,3.851058945
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130205,5,27.66087654,2231,8777,317.3073705,3.934110264
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130206,6,126.6931872,5233,19677,155.3122187,3.760175807
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130207,7,75.49734879,2404,9040,119.739304,3.760399334
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130208,8,118.4706024,1725,6076,51.28698493,3.522318841
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130209,9,132.1951648,1342,4635,35.06179675,3.453800298
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130210,10,108.1341492,1950,7438,68.78493107,3.814358974
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130211,11,107.9651368,2568,9643,89.31586887,3.755062305
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130212,12,79.35322314,4765,18178,229.0770214,3.814900315
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130213,13,90.10960017,924,3418,37.93158546,3.699134199
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130214,14,94.36361676,1802,6218,65.89404067,3.450610433
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130215,15,70.09161302,1739,6777,96.68774491,3.89706728
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130216,16,55.17471073,6578,26093,472.9159366,3.966707206
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130217,17,191.6185747,1502,5503,28.71851024,3.663781625
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130218,18,77.85517821,2253,8515,109.3697323,3.779405237
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130219,19,20.57299007,69,269,13.07539639,3.898550725
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130220,20,213.2222464,1591,5433,25.48045569,3.414833438
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130221,21,147.7561888,1241,4343,29.39301585,3.499597099
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130222,22,230.6281921,2301,7827,33.93774165,3.401564537
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130223,23,62.18334186,3561,12947,208.2068865,3.635776467
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130224,24,75.05577453,1537,5063,67.45650193,3.294079375
ZW13,Mashonaland East,ZW1302,Goromonzi,ZW130225,25,86.09116416,27806,107087,1243.879102,3.851219161
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130301,1,336.511157,1348,5070,15.06636524,3.761127596
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130302,2,395.9417291,2356,8811,22.25327454,3.739813243
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130303,3,100.6761629,959,3799,37.73485095,3.961418144
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130304,4,192.3276512,861,3611,18.77525139,4.193960511
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130305,5,124.9641499,2066,7646,61.18554804,3.700871249
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130306,6,165.7813678,1983,7584,45.74699859,3.824508321
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130307,7,134.2838359,1767,6963,51.85285296,3.94057725
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130308,8,156.8799936,1672,6346,40.45130201,3.795454545
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130309,9,219.8199683,1627,6200,28.20489898,3.81069453
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130310,10,80.98290019,653,2550,31.4881289,3.905053599
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130311,11,91.174523,903,3416,37.46660676,3.782945736
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130312,12,96.70785767,995,3805,39.34530339,3.824120603
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130313,13,228.5733233,539,1993,8.719302723,3.697588126
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130314,14,220.9987919,433,1700,7.692349744,3.926096998
ZW13,Mashonaland East,ZW1303,Hwedza,ZW130315,15,14.20131692,1610,5376,378.5564416,3.339130435
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130401,1,215.0565739,1523,5568,25.89086164,3.655942219
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130402,2,142.9342664,2265,8665,60.62227216,3.825607064
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130403,3,272.8829296,2571,8856,32.45347744,3.444574096
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130404,4,223.6347495,1561,5951,26.61035466,3.812299808
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130405,5,382.4615703,2771,9095,23.78016697,3.282208589
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130406,6,242.2937637,3273,11801,48.70533943,3.605560648
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130407,7,216.6504732,2084,7272,33.56558558,3.489443378
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130408,8,231.0972176,1346,5330,23.06388651,3.959881129
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130409,9,61.06528069,192,588,9.629039502,3.0625
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130410,10,98.03380694,1386,4757,48.52407703,3.432178932
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130411,11,74.36503397,2083,7464,100.3697518,3.583293327
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130412,12,84.64483318,1530,5577,65.88706942,3.645098039
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130413,13,50.6545753,895,3269,64.53513786,3.652513966
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130414,14,82.53340062,1920,7042,85.32303221,3.667708333
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130415,15,71.21543578,1582,6082,85.40283344,3.844500632
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130416,16,69.68891535,1059,4041,57.98626625,3.815864023
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130417,17,65.98942715,898,3361,50.93240153,3.742761693
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130418,18,67.32703907,1066,3723,55.29724835,3.49249531
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130419,19,50.04831616,865,3341,66.75549262,3.862427746
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130420,20,58.91337775,1082,4134,70.17081956,3.820702403
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130421,21,206.8507822,1865,7285,35.21862437,3.90616622
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130422,22,167.8755751,1179,4791,28.53899383,4.063613232
ZW13,Mashonaland East,ZW1304,Marondera Rural,ZW130423,23,278.2403628,2365,8180,29.3990416,3.458773784
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130501,1,205.7622485,2684,9914,48.18182185,3.693740686
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130502,2,335.5216711,2139,8188,24.4037888,3.827956989
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130503,3,273.4229208,2067,8724,31.90661548,4.220609579
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130504,4,331.5770203,2284,9483,28.59969003,4.151926445
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130505,5,144.5301149,1384,5526,38.23424623,3.992774566
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130506,6,193.2821994,1400,5560,28.76622895,3.971428571
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130507,7,243.0778895,2469,10271,42.25394593,4.159983799
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130508,8,178.8961484,1656,6602,36.90409245,3.986714976
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130509,9,119.9994537,1610,6426,53.55024378,3.991304348
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130510,10,99.32283829,3133,11565,116.4384768,3.691350144
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130511,11,132.0155213,1662,5939,44.98713442,3.573405535
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130512,12,313.5315063,2426,10360,33.04293122,4.270403957
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130513,13,63.90004144,1278,4970,77.77772733,3.888888889
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130514,14,223.8866794,5665,20916,93.4222619,3.692144748
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130515,15,303.6345718,2807,12682,41.76731235,4.517990737
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130516,16,383.7364694,2030,8749,22.79950095,4.309852217
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130517,17,480.1794262,1529,6179,12.86810651,4.041203401
ZW13,Mashonaland East,ZW1305,Mudzi,ZW130518,18,131.4267183,1537,6424,48.87895007,4.179570592
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130601,1,67.3331438,1051,3958,58.78234369,3.765937203
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130602,2,55.4966732,1033,4080,73.51792035,3.949661181
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130603,3,125.1420312,1300,4977,39.77081044,3.828461538
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130604,4,75.05971886,1162,4357,58.04711324,3.749569707
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130605,5,87.27315255,1176,4333,49.6487164,3.68452381
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130606,6,59.77042884,209,759,12.69858716,3.631578947
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130607,7,50.47161784,216,842,16.68264336,3.898148148
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130608,8,126.5270088,2320,8828,69.77166443,3.805172414
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130609,9,57.30715307,1697,6464,112.7956922,3.809074838
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130610,10,78.88289481,1295,5069,64.25981212,3.914285714
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130611,11,133.5522886,2768,10954,82.02030916,3.957369942
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130612,12,86.21394847,2806,10405,120.6881274,3.708125445
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130613,13,60.7012727,1661,6161,101.4970482,3.709211318
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130614,14,101.0562696,1762,6790,67.19028943,3.853575482
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130615,15,94.67621115,1783,6515,68.81348462,3.65395401
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130616,16,85.66239994,2016,7586,88.55693986,3.762896825
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130617,17,104.8774178,1257,4657,44.40422065,3.704852824
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130618,18,67.86604406,1015,3595,52.97199873,3.541871921
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130619,19,53.72863842,680,2445,45.50645748,3.595588235
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130620,20,89.06980103,1356,5229,58.70676637,3.85619469
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130621,21,88.80316712,1323,5153,58.02720969,3.894935752
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130622,22,563.5861414,4500,19143,33.96641364,4.254
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130623,23,360.0531545,2984,11398,31.65643699,3.819705094
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130624,24,483.4922863,3353,12599,26.0583268,3.75753057
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130625,25,92.14446918,1589,6044,65.59265091,3.803650094
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130626,26,91.38108142,1777,7045,77.0947322,3.964546989
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130627,27,114.2812904,2576,9472,82.88320835,3.677018634
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130628,28,66.70984315,1588,5890,88.29281739,3.70906801
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130629,29,15.83644328,2117,7373,465.5717113,3.482758621
ZW13,Mashonaland East,ZW1306,Murehwa,ZW130630,30,19.24745779,3877,13319,691.9874897,3.435388187
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130701,1,153.500619,937,4076,26.55363885,4.350053362
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130702,2,160.8127962,1759,7009,43.58484004,3.98465037
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130703,3,136.9306543,1113,4617,33.71779697,4.148247978
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130704,4,99.97675002,1283,4924,49.25145095,3.837879969
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130705,5,104.8971826,1139,4074,38.83803071,3.576821773
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130706,6,61.25122753,635,2415,39.42778124,3.803149606
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130707,7,81.05734384,1247,4591,56.6389149,3.681635926
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130708,8,50.68303948,649,2502,49.36562657,3.855161787
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130709,9,47.02299356,830,3348,71.19921014,4.03373494
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130710,10,57.32765278,993,3725,64.97736815,3.751258812
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130711,11,50.78147467,1114,4231,83.31778522,3.798025135
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130712,12,93.54078755,1423,5585,59.70657449,3.924806746
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130713,13,47.96060716,762,2851,59.4446186,3.741469816
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130714,14,68.60625413,1082,4338,63.23038701,4.009242144
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130715,15,52.64721038,1331,4967,94.3449798,3.731780616
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130716,16,93.63909557,1733,6262,66.87377704,3.61338719
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130717,17,93.01107405,1358,5309,57.07922475,3.909425626
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130718,18,298.2511172,2281,9074,30.42402685,3.97807979
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130719,19,338.601245,1700,7006,20.69100484,4.121176471
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130720,20,35.42038897,6338,22386,632.0088698,3.532029031
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130721,21,70.28048294,185,714,10.15929274,3.859459459
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130722,22,79.56628764,358,1525,19.16640886,4.259776536
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130723,23,160.8772711,230,1048,6.514282551,4.556521739
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130724,24,173.6033093,207,877,5.051747016,4.236714976
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130725,25,276.0001047,2332,9867,35.74998644,4.231132075
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130726,26,194.2715891,1550,6566,33.79804545,4.236129032
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130727,27,326.5861552,2114,9258,28.34780303,4.379375591
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130728,28,272.5950223,1367,6072,22.27480145,4.441843453
ZW13,Mashonaland East,ZW1307,Mutoko,ZW130729,29,370.3862182,2734,11874,32.05842825,4.343087052
ZW13,Mashonaland East,ZW1308,Seke,ZW130801,1,39.81862536,9141,35924,902.1908635,3.929985778
ZW13,Mashonaland East,ZW1308,Seke,ZW130802,2,36.53136734,4179,15885,434.831794,3.8011486
ZW13,Mashonaland East,ZW1308,Seke,ZW130803,3,36.21634186,1378,5287,145.9838219,3.836719884
ZW13,Mashonaland East,ZW1308,Seke,ZW130804,4,88.38179112,2646,9919,112.2289996,3.748677249
ZW13,Mashonaland East,ZW1308,Seke,ZW130805,5,25.3890976,892,3143,123.7932931,3.523542601
ZW13,Mashonaland East,ZW1308,Seke,ZW130806,6,51.94872134,1053,3897,75.01628336,3.700854701
ZW13,Mashonaland East,ZW1308,Seke,ZW130807,7,43.37684121,1308,4885,112.6176979,3.73470948
ZW13,Mashonaland East,ZW1308,Seke,ZW130808,8,48.90589482,11037,45395,928.2112139,4.112983601
ZW13,Mashonaland East,ZW1308,Seke,ZW130809,9,400.3090966,8209,30767,76.85810856,3.747959557
ZW13,Mashonaland East,ZW1308,Seke,ZW130810,10,330.1120802,3114,10653,32.2708578,3.421001927
ZW13,Mashonaland East,ZW1308,Seke,ZW130811,11,67.1732388,321,1045,15.55679045,3.255451713
ZW13,Mashonaland East,ZW1308,Seke,ZW130812,12,256.7039116,1464,4902,19.09593029,3.348360656
ZW13,Mashonaland East,ZW1308,Seke,ZW130813,13,16.8211057,1420,5207,309.551589,3.666901408
ZW13,Mashonaland East,ZW1308,Seke,ZW130814,14,218.7820231,1381,4296,19.63598261,3.110789283
ZW13,Mashonaland East,ZW1308,Seke,ZW130815,15,225.3991236,1258,4585,20.341694,3.644674086
ZW13,Mashonaland East,ZW1308,Seke,ZW130816,16,68.84666249,326,1091,15.8468103,3.346625767
ZW13,Mashonaland East,ZW1308,Seke,ZW130817,17,79.21746589,527,2212,27.92313507,4.197343454
ZW13,Mashonaland East,ZW1308,Seke,ZW130818,18,109.1841206,476,1843,16.87974395,3.871848739
ZW13,Mashonaland East,ZW1308,Seke,ZW130819,19,88.55803254,468,1960,22.13237968,4.188034188
ZW13,Mashonaland East,ZW1308,Seke,ZW130820,20,345.8832921,1597,5538,16.01118102,3.467752035
ZW13,Mashonaland East,ZW1308,Seke,ZW130821,21,59.62768703,508,2044,34.27937761,4.023622047
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130901,1,396.976031,1648,7125,17.9481869,4.32342233
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130902,2,192.8571307,1640,6832,35.42518742,4.165853659
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130903,3,169.5215746,1669,7173,42.31319829,4.297783104
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130904,4,228.2173768,2763,11792,51.67003567,4.267824828
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130905,5,133.3957314,1192,5126,38.42701671,4.30033557
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130906,6,187.1833947,2343,9086,48.54063051,3.877934272
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130907,7,60.00391682,867,3715,61.91262499,4.284890427
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130908,8,150.0746641,1808,7649,50.9679635,4.230641593
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130909,9,111.2610941,1787,7344,66.00690081,4.10968103
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130910,10,111.7766515,1714,6891,61.64972654,4.02042007
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130911,11,150.6855193,1955,7639,50.69498406,3.90741688
ZW13,Mashonaland East,ZW1309,Uzumba Maramba Pfungwe,ZW130912,12,89.8690735,1643,6063,67.46481035,3.690200852
