ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,AREA_SQKM,NUM_HOUSEHOLDS,POPULATION,POPULATION_DENSITY,Average_Household_Size
ZW14,Mashonaland West,ZW1424,Kariba Urban,ZW142409,9,8.672055753,376,1268,146.2167721,3.372340426
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142501,1,7.582958921,1211,4811,634.4489071,3.972749794
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142502,2,9.88474673,868,3403,344.2677989,3.920506912
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142503,3,4.294953794,900,3604,839.1242777,4.004444444
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142504,4,19.93177552,2283,9239,463.5312089,4.046868156
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142505,5,0.578974039,745,2970,5129.763685,3.986577181
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142506,6,6.539298725,975,3828,585.3838708,3.926153846
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142507,7,0.296478558,995,3965,13373.64844,3.984924623
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142508,8,0.398276872,880,3624,9099.197716,4.118181818
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142509,9,0.353239801,862,3384,9579.894413,3.92575406
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142510,10,0.801406365,876,3376,4212.594443,3.853881279
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142511,11,1.321095155,1651,6659,5040.515043,4.033313144
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142512,12,3.989865063,6634,25962,6506.986976,3.913476033
ZW14,Mashonaland West,ZW1425,Norton Town,ZW142513,13,6.022867026,3086,12214,2027.937849,3.957874271
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142601,1,0.644350745,611,2244,3482.575315,3.672667758
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142602,2,0.192167757,283,1029,5354.696425,3.636042403
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142603,3,0.285357249,577,2062,7226.029841,3.573656846
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142604,4,0.318347107,813,2752,8644.652127,3.38499385
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142605,5,0.538873146,723,2717,5042.002963,3.757952974
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142606,6,0.199623651,417,1403,7028.22532,3.364508393
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142607,7,4.550379801,745,3290,723.016571,4.416107383
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142608,8,7.160688117,1107,4571,638.3464725,4.129177958
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142609,9,1.696255839,1822,6686,3941.622393,3.669593853
ZW14,Mashonaland West,ZW1426,Karoi Town,ZW142610,10,1.407573612,3018,10810,7679.882537,3.58184228
ZW15,Matabeleland North,ZW1501,Binga,ZW150101,1,477.3188286,1166,4283,8.973038028,3.673241852
ZW15,Matabeleland North,ZW1501,Binga,ZW150102,2,219.6776403,1610,6257,28.4826439,3.886335404
ZW15,Matabeleland North,ZW1501,Binga,ZW150103,3,337.8505761,1397,4928,14.58633002,3.527559055
ZW15,Matabeleland North,ZW1501,Binga,ZW150104,4,3655.062634,1059,3802,1.040201053,3.590179415
ZW15,Matabeleland North,ZW1501,Binga,ZW150105,5,556.6636459,1357,5218,9.373703561,3.845246868
ZW15,Matabeleland North,ZW1501,Binga,ZW150106,6,398.1611681,1660,6165,15.48367971,3.713855422
ZW15,Matabeleland North,ZW1501,Binga,ZW150107,7,133.9021829,1701,6225,46.48915996,3.659611993
ZW15,Matabeleland North,ZW1501,Binga,ZW150108,8,306.4586476,1433,5128,16.73308957,3.578506629
ZW15,Matabeleland North,ZW1501,Binga,ZW150109,9,216.660976,1649,5834,26.92686107,3.537901759
ZW15,Matabeleland North,ZW1501,Binga,ZW150110,10,291.9245236,1233,4466,15.29847491,3.622060016
ZW15,Matabeleland North,ZW1501,Binga,ZW150111,11,220.8100882,985,3703,16.77006712,3.759390863
ZW15,Matabeleland North,ZW1501,Binga,ZW150112,12,116.6613312,829,3250,27.8584169,3.920386007
ZW15,Matabeleland North,ZW1501,Binga,ZW150113,13,351.562058,1291,4727,13.44570579,3.661502711
ZW15,Matabeleland North,ZW1501,Binga,ZW150114,14,589.9748091,2254,9788,16.59053886,4.342502218
ZW15,Matabeleland North,ZW1501,Binga,ZW150115,15,76.61520793,1005,3974,51.86959753,3.954228856
ZW15,Matabeleland North,ZW1501,Binga,ZW150116,16,818.8078055,2354,9520,11.62666005,4.044180119
ZW15,Matabeleland North,ZW1501,Binga,ZW150117,17,457.6071509,2934,12722,27.80113898,4.336059986
ZW15,Matabeleland North,ZW1501,Binga,ZW150118,18,344.3615417,1286,5516,16.01804886,4.289269051
ZW15,Matabeleland North,ZW1501,Binga,ZW150119,19,359.0914131,1338,5979,16.65035638,4.468609865
ZW15,Matabeleland North,ZW1501,Binga,ZW150120,20,151.3887766,1106,5163,34.10424548,4.668173599
ZW15,Matabeleland North,ZW1501,Binga,ZW150121,21,1333.645788,4254,21914,16.43164939,5.15138693
ZW15,Matabeleland North,ZW1501,Binga,ZW150122,22,607.9410355,890,3374,5.549880339,3.791011236
ZW15,Matabeleland North,ZW1501,Binga,ZW150123,23,463.5126478,1844,7533,16.25198371,4.085140998
ZW15,Matabeleland North,ZW1501,Binga,ZW150124,24,203.7794253,1937,6567,32.2260208,3.390294269
ZW15,Matabeleland North,ZW1501,Binga,ZW150125,25,649.739311,923,3946,6.073204951,4.275189599
ZW15,Matabeleland North,ZW1502,Bubi,ZW150201,1,331.7708462,933,4000,12.05651445,4.287245445
ZW15,Matabeleland North,ZW1502,Bubi,ZW150202,2,132.7672635,724,3220,24.25296655,4.447513812
ZW15,Matabeleland North,ZW1502,Bubi,ZW150203,3,193.9789548,821,3640,18.76492223,4.43361754
ZW15,Matabeleland North,ZW1502,Bubi,ZW150204,4,108.3423344,768,3545,32.72035829,4.615885417
ZW15,Matabeleland North,ZW1502,Bubi,ZW150205,5,123.3894262,343,1618,13.11295506,4.717201166
ZW15,Matabeleland North,ZW1502,Bubi,ZW150206,6,39.28100468,34,143,3.640436419,4.205882353
ZW15,Matabeleland North,ZW1502,Bubi,ZW150207,7,109.0450202,702,3028,27.76834736,4.313390313
ZW15,Matabeleland North,ZW1502,Bubi,ZW150208,8,133.3514779,448,1883,14.12057842,4.203125
ZW15,Matabeleland North,ZW1502,Bubi,ZW150209,9,146.8886674,376,1438,9.789727317,3.824468085
ZW15,Matabeleland North,ZW1502,Bubi,ZW150210,10,389.3112414,763,2431,6.244361173,3.186107471
ZW15,Matabeleland North,ZW1502,Bubi,ZW150211,11,81.9416443,2034,7597,92.71232063,3.735004916
ZW15,Matabeleland North,ZW1502,Bubi,ZW150212,12,807.9853324,949,3818,4.725333304,4.023182297
ZW15,Matabeleland North,ZW1502,Bubi,ZW150213,13,330.2949177,891,3330,10.081899,3.737373737
ZW15,Matabeleland North,ZW1502,Bubi,ZW150214,14,294.7695747,484,1754,5.950410594,3.623966942
ZW15,Matabeleland North,ZW1502,Bubi,ZW150215,15,45.8850282,692,2759,60.12854537,3.98699422
ZW15,Matabeleland North,ZW1502,Bubi,ZW150216,16,56.79959501,479,2053,36.14462391,4.286012526
ZW15,Matabeleland North,ZW1502,Bubi,ZW150217,17,417.650562,570,2698,6.459945814,4.733333333
ZW15,Matabeleland North,ZW1502,Bubi,ZW150218,18,136.3173627,515,2324,17.04845189,4.512621359
ZW15,Matabeleland North,ZW1502,Bubi,ZW150219,19,435.7081153,571,2776,6.371237768,4.861646235
ZW15,Matabeleland North,ZW1502,Bubi,ZW150220,20,496.4573964,962,4655,9.376433977,4.838877339
ZW15,Matabeleland North,ZW1502,Bubi,ZW150221,21,884.9851975,1445,6471,7.311986707,4.478200692
ZW15,Matabeleland North,ZW1502,Bubi,ZW150222,22,127.2989128,1231,3699,29.05759301,3.004874086
ZW15,Matabeleland North,ZW1502,Bubi,ZW150223,23,255.0741401,1517,5204,20.40191137,3.430454845
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150301,1,1354.590271,1242,5016,3.702964732,4.038647343
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150302,2,135.3653173,1578,6180,45.65423495,3.91634981
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150303,3,209.6764835,926,3669,17.49838579,3.962203024
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150304,4,231.5146029,875,3553,15.34676412,4.060571429
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150305,5,143.9621648,670,2650,18.40761428,3.955223881
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150306,6,134.8382545,713,2717,20.15006802,3.810659187
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150307,7,278.0833202,864,3376,12.1402463,3.907407407
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150308,8,595.068528,490,1944,3.266850637,3.967346939
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150309,9,344.2061713,560,2054,5.967353787,3.667857143
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150310,10,603.1963462,1249,4489,7.442021207,3.59407526
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150311,11,969.4686227,926,3747,3.865003892,4.046436285
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150312,12,420.6778028,700,2789,6.62977695,3.984285714
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150313,13,203.248676,191,753,3.704821181,3.942408377
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150314,14,250.4657281,857,3469,13.85019829,4.047841307
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150315,15,100.7540369,1293,4997,49.59602765,3.864655839
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150316,16,144.4711848,832,3381,23.40259066,4.063701923
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150317,17,136.4231629,1047,3647,26.73299697,3.483285578
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150318,18,17.76864835,1099,3600,202.6040433,3.275705187
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150319,19,20394.84155,409,1079,0.052905535,2.638141809
ZW15,Matabeleland North,ZW1503,Hwange Rural,ZW150320,20,305.0968128,1404,6247,20.47546791,4.449430199
ZW15,Matabeleland North,ZW1504,Lupane,ZW150401,1,174.9779476,529,2471,14.12177954,4.671077505
ZW15,Matabeleland North,ZW1504,Lupane,ZW150402,2,171.6649955,384,1718,10.00786442,4.473958333
ZW15,Matabeleland North,ZW1504,Lupane,ZW150403,3,344.7246437,1042,4794,13.90675163,4.600767754
ZW15,Matabeleland North,ZW1504,Lupane,ZW150404,4,128.5847913,524,2508,19.5046395,4.786259542
ZW15,Matabeleland North,ZW1504,Lupane,ZW150405,5,319.7910795,972,4735,14.80654184,4.871399177
ZW15,Matabeleland North,ZW1504,Lupane,ZW150406,6,205.833611,598,3168,15.39107236,5.297658863
ZW15,Matabeleland North,ZW1504,Lupane,ZW150407,7,95.12244468,436,2217,23.30680217,5.084862385
ZW15,Matabeleland North,ZW1504,Lupane,ZW150408,8,299.7495966,852,3946,13.1643213,4.631455399
ZW15,Matabeleland North,ZW1504,Lupane,ZW150409,9,405.4390249,640,3197,7.885279423,4.9953125
ZW15,Matabeleland North,ZW1504,Lupane,ZW150410,10,337.7591173,1087,5445,16.12095639,5.009199632
ZW15,Matabeleland North,ZW1504,Lupane,ZW150411,11,314.040635,1038,5318,16.93411427,5.123314066
ZW15,Matabeleland North,ZW1504,Lupane,ZW150412,12,263.4847575,839,4192,15.90983873,4.996424315
ZW15,Matabeleland North,ZW1504,Lupane,ZW150413,13,327.8282279,1065,4675,14.26051695,4.389671362
ZW15,Matabeleland North,ZW1504,Lupane,ZW150414,14,120.4851619,798,3494,28.99942154,4.378446115
ZW15,Matabeleland North,ZW1504,Lupane,ZW150415,15,237.5224395,2205,8226,34.63251732,3.730612245
ZW15,Matabeleland North,ZW1504,Lupane,ZW150416,16,369.9174405,964,4504,12.17568978,4.67219917
ZW15,Matabeleland North,ZW1504,Lupane,ZW150417,17,222.26891,837,4300,19.34593552,5.13739546
ZW15,Matabeleland North,ZW1504,Lupane,ZW150418,18,175.9397351,726,3179,18.06868697,4.378787879
ZW15,Matabeleland North,ZW1504,Lupane,ZW150419,19,198.4940951,1034,4803,24.19719336,4.645067698
ZW15,Matabeleland North,ZW1504,Lupane,ZW150420,20,173.8614696,876,4058,23.34042159,4.632420091
ZW15,Matabeleland North,ZW1504,Lupane,ZW150421,21,573.9014034,1121,5475,9.539966217,4.884032114
ZW15,Matabeleland North,ZW1504,Lupane,ZW150422,22,292.4332551,305,1289,4.407843422,4.226229508
ZW15,Matabeleland North,ZW1504,Lupane,ZW150423,23,205.8357781,1008,4931,23.95599077,4.891865079
ZW15,Matabeleland North,ZW1504,Lupane,ZW150424,24,618.4799289,393,1668,2.69693473,4.244274809
ZW15,Matabeleland North,ZW1504,Lupane,ZW150425,25,624.9691133,212,961,1.53767599,4.533018868
ZW15,Matabeleland North,ZW1504,Lupane,ZW150426,26,1157.95464,194,963,0.831638794,4.963917526
ZW15,Matabeleland North,ZW1504,Lupane,ZW150427,27,276.182192,740,3527,12.77055546,4.766216216
ZW15,Matabeleland North,ZW1504,Lupane,ZW150428,28,1469.96415,1609,7486,5.092641205,4.652579242
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150501,1,191.6788237,1096,5037,26.27833322,4.59580292
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150502,2,170.6864192,844,4187,24.53036404,4.960900474
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150503,3,134.6999495,807,3544,26.31032909,4.39157373
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150504,4,120.0518084,678,3135,26.11372574,4.623893805
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150505,5,255.1400879,1343,6438,25.2331966,4.793745346
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150506,6,128.3743415,1005,4845,37.74118677,4.820895522
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150507,7,132.3006179,795,3676,27.78520658,4.623899371
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150508,8,164.3789966,693,3577,21.76068764,5.161616162
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150509,9,100.8692703,646,3415,33.85570244,5.286377709
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150510,10,87.77255298,650,3187,36.3097562,4.903076923
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150511,11,129.2388509,490,2457,19.0113111,5.014285714
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150512,12,162.5215626,864,4466,27.47943059,5.168981481
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150513,13,225.9132283,830,4247,18.79925329,5.11686747
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150514,14,167.86595,718,3735,22.24989642,5.201949861
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150515,15,86.3308847,434,2109,24.4292643,4.859447005
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150516,16,139.9290934,764,3674,26.25615524,4.808900524
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150517,17,115.3517976,653,2968,25.72998481,4.54517611
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150518,18,138.9267501,577,2739,19.71542556,4.746967071
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150519,19,179.9917575,841,3633,20.18425761,4.319857313
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150520,20,105.3390553,805,3434,32.59949493,4.265838509
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150521,21,130.7997959,912,3920,29.96946572,4.298245614
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150522,22,253.3436879,1248,5484,21.64648366,4.394230769
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150523,23,330.6157195,666,3107,9.397617285,4.665165165
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150524,24,313.4713008,913,4638,14.79561283,5.079956188
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150525,25,202.8227889,791,3743,18.45453373,4.731984829
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150526,26,96.90018409,567,2782,28.70995578,4.906525573
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150527,27,199.6213307,712,3545,17.75862323,4.978932584
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150528,28,65.02908155,419,1924,29.58676263,4.591885442
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150529,29,88.30537125,1710,6200,70.21090464,3.625730994
ZW15,Matabeleland North,ZW1505,Nkayi,ZW150530,30,212.3311345,546,2625,12.36276539,4.807692308
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150601,1,941.4961726,789,3502,3.71961151,4.438529785
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150602,2,636.745784,1074,4956,7.783325975,4.61452514
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150603,3,550.4974131,1129,5150,9.355175661,4.561558902
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150604,4,215.4073414,578,2628,12.20014129,4.546712803
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150605,5,180.6358606,1161,4771,26.41225271,4.109388458
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150606,6,211.0553748,1834,8004,37.92369661,4.364231189
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150607,7,1303.129314,951,4073,3.125553201,4.282860147
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150608,8,639.2871976,1914,9344,14.61627894,4.881922675
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150609,9,564.5137679,1407,6560,11.62062003,4.662402274
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150610,10,133.8437413,890,4068,30.3936513,4.570786517
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150611,11,127.0581239,892,4132,32.52054945,4.632286996
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150612,12,284.8603753,1742,7658,26.88334589,4.396096441
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150613,13,191.3879233,1336,5440,28.42394602,4.071856287
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150614,14,154.5930839,828,3735,24.16020112,4.510869565
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150615,15,204.7923722,2021,8651,42.24278427,4.280554181
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150616,16,214.9292059,1263,5362,24.94774955,4.245447348
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150617,17,60.78075698,1007,4074,67.02779305,4.045680238
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150618,18,81.60395945,1017,4299,52.68126729,4.227138643
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150619,19,201.9936459,1368,5580,27.62463134,4.078947368
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150620,20,366.6014858,394,1830,4.991796462,4.644670051
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150621,21,349.7708986,470,2182,6.238369197,4.642553191
ZW15,Matabeleland North,ZW1506,Tsholotsho,ZW150622,22,130.4374651,2603,9783,75.00145754,3.758355743
ZW15,Matabeleland North,ZW1507,Umguza,ZW150701,1,76.19001173,1672,6177,81.07361923,3.69437799
ZW15,Matabeleland North,ZW1507,Umguza,ZW150702,2,164.2524009,3412,12521,76.23024034,3.669695193
ZW15,Matabeleland North,ZW1507,Umguza,ZW150703,3,101.7165734,1050,4546,44.69281504,4.32952381
ZW15,Matabeleland North,ZW1507,Umguza,ZW150704,4,42.46513496,733,3040,71.58813937,4.1473397
ZW15,Matabeleland North,ZW1507,Umguza,ZW150705,5,45.89253944,1138,5439,118.5159955,4.77943761
ZW15,Matabeleland North,ZW1507,Umguza,ZW150706,6,35.83226502,851,3678,102.6449207,4.321974148
ZW15,Matabeleland North,ZW1507,Umguza,ZW150707,7,157.1621823,2211,7567,48.14771523,3.422433288
ZW15,Matabeleland North,ZW1507,Umguza,ZW150708,8,336.069179,1645,5504,16.3775804,3.345896657
ZW15,Matabeleland North,ZW1507,Umguza,ZW150709,9,521.1623252,1456,5785,11.10018841,3.973214286
ZW15,Matabeleland North,ZW1507,Umguza,ZW150710,10,1053.400409,702,2889,2.742546875,4.115384615
ZW15,Matabeleland North,ZW1507,Umguza,ZW150711,11,320.4488429,1556,6254,19.51637566,4.019280206
ZW15,Matabeleland North,ZW1507,Umguza,ZW150712,12,359.6063504,666,2868,7.975387523,4.306306306
ZW15,Matabeleland North,ZW1507,Umguza,ZW150713,13,411.9703847,781,3395,8.240883633,4.346991037
ZW15,Matabeleland North,ZW1507,Umguza,ZW150714,14,712.7454859,1338,5006,7.023545009,3.741405082
ZW15,Matabeleland North,ZW1507,Umguza,ZW150715,15,74.47507758,491,1918,25.75358177,3.906313646
ZW15,Matabeleland North,ZW1507,Umguza,ZW150716,16,680.6393086,6513,28097,41.28030757,4.31398741
ZW15,Matabeleland North,ZW1507,Umguza,ZW150717,17,144.9052605,203,751,5.182696593,3.699507389
ZW15,Matabeleland North,ZW1507,Umguza,ZW150718,18,389.7811065,645,2888,7.409286782,4.47751938
ZW15,Matabeleland North,ZW1507,Umguza,ZW150719,19,414.0326879,1295,4942,11.93625562,3.816216216
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152101,1,14.0315863,347,1185,84.45231884,3.414985591
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152102,2,1.516141956,168,757,499.2936164,4.505952381
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152103,3,6.099835893,246,862,141.3152772,3.504065041
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152104,4,10.51497686,433,1427,135.7111878,3.295612009
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152105,5,30.42768742,674,2142,70.39641135,3.178041543
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152106,6,5.180356911,1750,5610,1082.936967,3.205714286
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152107,7,24.72462863,208,922,37.29075222,4.432692308
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152108,8,9.033026747,2552,8966,992.5798131,3.513322884
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152109,9,14.55956545,157,508,34.89115123,3.23566879
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152110,10,14.05534956,602,2098,149.2670098,3.485049834
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152111,11,13.93974943,1070,3840,275.4712357,3.588785047
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152112,12,13.75604403,567,2235,162.4740365,3.941798942
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152113,13,21.33919924,,,,
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152114,14,12.63485174,1389,5065,400.8753015,3.646508279
ZW15,Matabeleland North,ZW1521,Hwange Urban,ZW152115,15,118.0028889,1278,4624,39.18548133,3.618153365
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152201,1,2.823242394,382,1196,423.6263958,3.130890052
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152202,2,15.38438908,602,1544,100.3614763,2.564784053
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152203,3,0.419896361,336,1164,2772.112618,3.464285714
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152204,4,0.343903518,550,2022,5879.556024,3.676363636
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152205,5,0.528364946,396,1428,2702.6774,3.606060606
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152206,6,0.313963453,368,1248,3974.98495,3.391304348
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152207,7,0.567853568,441,1587,2794.734574,3.598639456
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152208,8,0.220381524,389,1358,6162.04106,3.491002571
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152209,9,0.912691005,918,3327,3645.264368,3.624183007
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152210,10,1.536346282,765,2583,1681.261594,3.376470588
ZW15,Matabeleland North,ZW1522,Victoria Falls,ZW152211,11,4.457588091,5095,17758,3983.768719,3.485377821
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160101,1,713.0858911,1207,5273,7.394621133,4.368682684
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160102,2,1003.455846,1385,5480,5.461127184,3.9566787
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160103,3,768.5943771,2062,8201,10.6701275,3.977206596
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160104,4,843.6239954,1593,6694,7.934814605,4.202134338
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160105,5,363.7178252,3127,13016,35.78598324,4.162456028
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160106,6,570.25037,2170,8700,15.25645656,4.00921659
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160107,7,367.8884549,881,3539,9.619763688,4.017026107
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160108,8,422.8863825,1038,4319,10.21314513,4.16088632
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160109,9,911.4748535,1218,5004,5.490003351,4.108374384
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160110,10,850.001002,1492,6678,7.856461327,4.475871314
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160111,11,396.1569143,1779,8070,20.37071602,4.536256324
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160112,12,230.9865518,1640,6978,30.20955093,4.254878049
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160113,13,1384.149461,760,2868,2.072030572,3.773684211
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160114,14,576.7412268,1657,4224,7.323908546,2.549185275
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160115,15,506.4190055,1188,4957,9.788337219,4.172558923
ZW16,Matabeleland South,ZW1601,Beitbridge Rural,ZW160116,16,2809.717799,,,,
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160201,1,138.489137,1136,4711,34.01710851,4.147007042
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160202,2,96.49653265,699,2704,28.02173224,3.868383405
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160203,3,271.4082118,1391,5935,21.86742973,4.266714594
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160204,4,222.738376,1128,4514,20.26592849,4.00177305
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160205,5,254.1225707,1530,5913,23.26829916,3.864705882
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160206,6,161.0434449,1194,4727,29.3523279,3.958961474
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160207,7,277.0194179,1847,7349,26.52882623,3.978884678
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160208,8,147.9213266,989,4347,29.3872432,4.395348837
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160209,9,534.0391728,1113,4771,8.933801568,4.286612758
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160210,10,899.9000461,896,3806,4.229358601,4.247767857
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160211,11,248.5018253,1086,4755,19.1346683,4.378453039
ZW16,Matabeleland South,ZW1602,Bulilima,ZW160212,12,233.4895886,1349,5895,25.24737842,4.369903632
